"Asset Amount","Asset Name","Received Date","Date Sold","Proceeds (USD)","Cost Basis (USD)","Gain (USD)","Type"
0.00127672,ONE,01/08/2022,01/08/2022,0.00039355,0.00039357,-0.00000002,Short Term
0.00645018,ONE,01/08/2022,01/08/2022,0.00198827,0.00198836,-0.00000009,Short Term
0.00645018,ONE,01/08/2022,01/08/2022,0.00198827,0.00198836,-0.00000009,Short Term
32.23091929,ONE,01/08/2022,01/08/2022,9.93371870,9.93563765,-0.00191895,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
21.03065519,ONE,01/08/2022,04/05/2022,3.23103109,6.48290559,-3.25187450,Short Term
0.00424554,ONE,01/08/2022,04/05/2022,0.00065240,0.00130873,-0.00065633,Short Term
0.00424554,ONE,01/08/2022,04/05/2022,0.00065240,0.00130873,-0.00065633,Short Term
0.01125000,ONE,01/08/2022,04/06/2022,0.00152581,0.00346792,-0.00194211,Short Term
0.01125000,ONE,01/08/2022,04/06/2022,0.00152581,0.00346792,-0.00194211,Short Term
0.00750000,ONE,01/08/2022,04/06/2022,0.00101721,0.00231195,-0.00129474,Short Term
0.00750000,ONE,01/08/2022,04/06/2022,0.00101721,0.00231195,-0.00129474,Short Term
0.01986336,ONE,01/08/2022,04/06/2022,0.00269402,0.00612308,-0.00342905,Short Term
0.01986336,ONE,01/08/2022,04/06/2022,0.00269402,0.00612308,-0.00342905,Short Term
0.00845445,ONE,01/08/2022,04/06/2022,0.00114666,0.00260617,-0.00145951,Short Term
0.00845445,ONE,01/08/2022,04/06/2022,0.00114666,0.00260617,-0.00145951,Short Term
0.00375000,ONE,01/08/2022,04/06/2022,0.00050860,0.00115597,-0.00064737,Short Term
0.00375000,ONE,01/08/2022,04/06/2022,0.00050860,0.00115597,-0.00064737,Short Term
0.00465357,ONE,01/08/2022,04/06/2022,0.00063115,0.00143451,-0.00080336,Short Term
0.00465357,ONE,01/08/2022,04/06/2022,0.00063115,0.00143451,-0.00080336,Short Term
80.00000000,ONE,01/08/2022,04/06/2022,10.84895449,24.66078410,-13.81182960,Short Term
0.01125000,ONE,01/08/2022,04/06/2022,0.00152581,0.00346792,-0.00194211,Short Term
0.01125000,ONE,01/08/2022,04/06/2022,0.00152581,0.00346792,-0.00194211,Short Term
0.00288960,ONE,01/08/2022,04/06/2022,0.00039191,0.00089075,-0.00049884,Short Term
0.00288960,ONE,01/08/2022,04/06/2022,0.00039191,0.00089075,-0.00049884,Short Term
0.00262500,ONE,01/08/2022,04/06/2022,0.00035602,0.00080918,-0.00045316,Short Term
0.00262500,ONE,01/08/2022,04/06/2022,0.00035602,0.00080918,-0.00045316,Short Term
0.00465357,ONE,01/08/2022,04/06/2022,0.00063115,0.00143451,-0.00080336,Short Term
5.43263793,ONE,01/08/2022,04/06/2022,0.73555394,1.67466389,-0.93910995,Short Term
0.00465357,ONE,01/08/2022,04/06/2022,0.00063115,0.00143451,-0.00080336,Short Term
0.01125000,ONE,01/08/2022,04/06/2022,0.00152581,0.00346792,-0.00194211,Short Term
0.01125000,ONE,01/08/2022,04/06/2022,0.00152581,0.00346792,-0.00194211,Short Term
39.34663670,ONE,01/08/2022,04/07/2022,5.50815365,12.12898641,-6.62083276,Short Term
68.00000000,ONE,01/08/2022,01/08/2022,20.96077380,21.58102040,-0.62024660,Short Term
0.00080000,ONE,01/08/2022,01/08/2022,0.00024660,0.00000000,0.00024660,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
0.00370361,ONE,01/08/2022,01/08/2022,0.00114164,0.00114168,-0.00000004,Short Term
17.76908071,ONE,01/08/2022,01/08/2022,5.47651302,5.47752165,-0.00100863,Short Term
0.00370361,ONE,01/08/2022,01/08/2022,0.00114164,0.00114168,-0.00000004,Short Term
0.00465357,ONE,01/08/2022,01/08/2022,0.00143446,0.00143452,-0.00000005,Short Term
30.00000000,ONE,01/08/2022,01/08/2022,9.24464007,9.24784192,-0.00320185,Short Term
0.00465357,ONE,01/08/2022,01/08/2022,0.00143446,0.00143452,-0.00000005,Short Term
14.43910042,ONE,01/08/2022,01/12/2022,4.96472126,4.45101728,0.51370398,Short Term
0.01415310,ONE,01/08/2022,01/12/2022,0.00487328,0.00436285,0.00051043,Short Term
0.01415310,ONE,01/08/2022,01/12/2022,0.00487328,0.00436285,0.00051043,Short Term
0.00270971,ONE,01/08/2022,01/12/2022,0.00093302,0.00083530,0.00009772,Short Term
0.00270971,ONE,01/08/2022,01/12/2022,0.00093302,0.00083530,0.00009772,Short Term
0.00249181,ONE,01/08/2022,01/12/2022,0.00085799,0.00076813,0.00008987,Short Term
0.00249181,ONE,01/08/2022,01/12/2022,0.00085799,0.00076813,0.00008987,Short Term
3.00000000,ONE,01/08/2022,01/12/2022,1.03126204,0.92478419,0.10647785,Short Term
0.00465357,ONE,01/08/2022,04/05/2022,0.00071510,0.00143452,-0.00071942,Short Term
0.00465357,ONE,01/08/2022,04/05/2022,0.00071510,0.00143452,-0.00071942,Short Term
40.41044377,ONE,01/08/2022,04/05/2022,6.20902525,12.45697987,-6.24795462,Short Term
0.01125000,ONE,01/08/2022,04/05/2022,0.00172875,0.00346794,-0.00173919,Short Term
0.01125000,ONE,01/08/2022,04/05/2022,0.00172875,0.00346794,-0.00173919,Short Term
0.00240000,ONE,01/08/2022,04/05/2022,0.00036880,0.00073983,-0.00037103,Short Term
0.00240000,ONE,01/08/2022,04/05/2022,0.00036880,0.00073983,-0.00037103,Short Term
0.00240000,ONE,01/08/2022,04/05/2022,0.00036880,0.00073983,-0.00037103,Short Term
0.00240000,ONE,01/08/2022,04/05/2022,0.00036880,0.00073983,-0.00037103,Short Term
0.00805356,ONE,01/08/2022,04/05/2022,0.00123756,0.00248260,-0.00124504,Short Term
0.00805356,ONE,01/08/2022,04/05/2022,0.00123756,0.00248260,-0.00124504,Short Term
0.01646544,ONE,01/08/2022,04/05/2022,0.00253019,0.00507566,-0.00254547,Short Term
0.01646544,ONE,01/08/2022,04/05/2022,0.00253019,0.00507566,-0.00254547,Short Term
0.00208836,ONE,01/08/2022,04/05/2022,0.00032091,0.00064376,-0.00032285,Short Term
0.00208836,ONE,01/08/2022,04/05/2022,0.00032091,0.00064376,-0.00032285,Short Term
0.01125000,ONE,01/08/2022,04/05/2022,0.00172875,0.00346794,-0.00173919,Short Term
0.01125000,ONE,01/08/2022,04/05/2022,0.00172875,0.00346794,-0.00173919,Short Term
0.00208836,ONE,01/08/2022,04/05/2022,0.00032091,0.00064376,-0.00032285,Short Term
0.00208836,ONE,01/08/2022,04/05/2022,0.00032091,0.00064376,-0.00032285,Short Term
0.00375000,ONE,01/08/2022,04/05/2022,0.00057625,0.00115598,-0.00057973,Short Term
0.00375000,ONE,01/08/2022,04/05/2022,0.00057625,0.00115598,-0.00057973,Short Term
0.01125000,ONE,01/08/2022,04/05/2022,0.00172875,0.00346794,-0.00173919,Short Term
0.01125000,ONE,01/08/2022,04/05/2022,0.00172875,0.00346794,-0.00173919,Short Term
19.16935291,ONE,01/08/2022,04/05/2022,2.94507112,5.90917152,-2.96410040,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
0.01359173,ONE,01/08/2022,01/08/2022,0.00418966,0.00418993,-0.00000028,Short Term
0.01359173,ONE,01/08/2022,01/08/2022,0.00418966,0.00418993,-0.00000028,Short Term
0.00072857,ONE,01/08/2022,01/08/2022,0.00022458,0.00022460,-0.00000001,Short Term
0.00127672,ONE,01/08/2022,01/08/2022,0.00039355,0.00039358,-0.00000003,Short Term
0.00127672,ONE,01/08/2022,01/08/2022,0.00039355,0.00039358,-0.00000003,Short Term
0.00072857,ONE,01/08/2022,01/08/2022,0.00022458,0.00022460,-0.00000001,Short Term
0.01870446,ONE,01/08/2022,01/08/2022,0.00576566,0.00576604,-0.00000038,Short Term
0.01870446,ONE,01/08/2022,01/08/2022,0.00576566,0.00576604,-0.00000038,Short Term
0.00709014,ONE,01/08/2022,01/08/2022,0.00218554,0.00218568,-0.00000014,Short Term
0.00709014,ONE,01/08/2022,01/08/2022,0.00218554,0.00218568,-0.00000014,Short Term
0.00390918,ONE,01/08/2022,01/08/2022,0.00120501,0.00120509,-0.00000008,Short Term
0.00390918,ONE,01/08/2022,01/08/2022,0.00120501,0.00120509,-0.00000008,Short Term
0.01517319,ONE,01/08/2022,01/08/2022,0.00467714,0.00467745,-0.00000031,Short Term
0.01517319,ONE,01/08/2022,01/08/2022,0.00467714,0.00467745,-0.00000031,Short Term
0.00681765,ONE,01/08/2022,01/08/2022,0.00210154,0.00210168,-0.00000014,Short Term
0.00681765,ONE,01/08/2022,01/08/2022,0.00210154,0.00210168,-0.00000014,Short Term
0.01309134,ONE,01/08/2022,01/08/2022,0.00403541,0.00403568,-0.00000027,Short Term
0.01309134,ONE,01/08/2022,01/08/2022,0.00403541,0.00403568,-0.00000027,Short Term
0.00704691,ONE,01/08/2022,01/08/2022,0.00217221,0.00217236,-0.00000014,Short Term
0.00704691,ONE,01/08/2022,01/08/2022,0.00217221,0.00217236,-0.00000014,Short Term
0.00812913,ONE,01/08/2022,01/08/2022,0.00250581,0.00250597,-0.00000017,Short Term
0.00812913,ONE,01/08/2022,01/08/2022,0.00250581,0.00250597,-0.00000017,Short Term
0.00689232,ONE,01/08/2022,01/08/2022,0.00212456,0.00212470,-0.00000014,Short Term
55.00000000,ONE,01/08/2022,01/08/2022,16.94951738,16.95488853,-0.00537115,Short Term
0.00689232,ONE,01/08/2022,01/08/2022,0.00212456,0.00212470,-0.00000014,Short Term
0.00146367,ONE,01/08/2022,01/08/2022,0.00045118,0.00045121,-0.00000003,Short Term
0.00146367,ONE,01/08/2022,01/08/2022,0.00045118,0.00045121,-0.00000003,Short Term
0.01646667,ONE,01/08/2022,01/08/2022,0.00507586,0.00507619,-0.00000034,Short Term
0.01646667,ONE,01/08/2022,01/08/2022,0.00507586,0.00507619,-0.00000034,Short Term
0.00812835,ONE,01/08/2022,01/08/2022,0.00250557,0.00250573,-0.00000017,Short Term
0.00812835,ONE,01/08/2022,01/08/2022,0.00250557,0.00250573,-0.00000017,Short Term
12.73767992,ONE,01/08/2022,01/08/2022,3.92612296,3.92665351,-0.00053055,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
0.00225000,ONE,01/08/2022,01/08/2022,0.00069356,0.00069356,0.00000000,Short Term
0.00155119,ONE,01/08/2022,01/08/2022,0.00047815,0.00047818,-0.00000002,Short Term
32.26232008,ONE,01/08/2022,01/08/2022,9.94418423,9.94530435,-0.00112012,Short Term
0.00155119,ONE,01/08/2022,01/08/2022,0.00047815,0.00047818,-0.00000002,Short Term
0.00548889,ONE,01/08/2022,01/08/2022,0.00169195,0.00169203,-0.00000007,Short Term
0.00548889,ONE,01/08/2022,01/08/2022,0.00169195,0.00169203,-0.00000007,Short Term
0.00241913,ONE,01/08/2022,01/08/2022,0.00074570,0.00074573,-0.00000003,Short Term
0.00241913,ONE,01/08/2022,01/08/2022,0.00074570,0.00074573,-0.00000003,Short Term
45.00000000,ONE,01/08/2022,01/08/2022,13.86977210,13.87186956,-0.00209745,Short Term
0.00747624,ONE,01/08/2022,01/09/2022,0.00218539,0.00230465,-0.00011926,Short Term
20.00000000,ONE,01/08/2022,01/09/2022,5.84185642,6.16527536,-0.32341894,Short Term
0.00747624,ONE,01/08/2022,01/09/2022,0.00218539,0.00230465,-0.00011926,Short Term
0.00812835,ONE,01/08/2022,01/09/2022,0.00237601,0.00250568,-0.00012967,Short Term
0.00812835,ONE,01/08/2022,01/09/2022,0.00237601,0.00250568,-0.00012967,Short Term
0.00812982,ONE,01/08/2022,01/09/2022,0.00237644,0.00250613,-0.00012969,Short Term
0.00812982,ONE,01/08/2022,01/09/2022,0.00237644,0.00250613,-0.00012969,Short Term
0.00146535,ONE,01/08/2022,01/09/2022,0.00042834,0.00045171,-0.00002338,Short Term
0.00146535,ONE,01/08/2022,01/09/2022,0.00042834,0.00045171,-0.00002338,Short Term
0.01615764,ONE,01/08/2022,01/09/2022,0.00472306,0.00498081,-0.00025775,Short Term
0.01615764,ONE,01/08/2022,01/09/2022,0.00472306,0.00498081,-0.00025775,Short Term
0.00508896,ONE,01/08/2022,01/09/2022,0.00148756,0.00156874,-0.00008118,Short Term
0.00508896,ONE,01/08/2022,01/09/2022,0.00148756,0.00156874,-0.00008118,Short Term
0.00273750,ONE,01/08/2022,01/10/2022,0.00075603,0.00084387,-0.00008784,Short Term
0.00273750,ONE,01/08/2022,01/10/2022,0.00075603,0.00084387,-0.00008784,Short Term
0.02709710,ONE,01/08/2022,01/12/2022,0.00933024,0.00835305,0.00097718,Short Term
0.02709710,ONE,01/08/2022,01/12/2022,0.00933024,0.00835305,0.00097718,Short Term
5.56089958,ONE,01/08/2022,01/12/2022,1.91205238,1.71422386,0.19782852,Short Term
0.00075000,ONE,01/12/2022,01/12/2022,0.00025824,0.00025824,0.00000000,Short Term
0.00075000,ONE,01/12/2022,01/12/2022,0.00025824,0.00025824,0.00000000,Short Term
23.00000000,ONE,01/12/2022,01/12/2022,7.90347096,7.91970305,-0.01623210,Short Term
0.02327340,ONE,01/12/2022,01/12/2022,0.00801364,0.00801384,-0.00000021,Short Term
0.02327340,ONE,01/12/2022,01/12/2022,0.00801364,0.00801384,-0.00000021,Short Term
0.00704372,ONE,01/12/2022,01/12/2022,0.00242534,0.00242540,-0.00000006,Short Term
0.00704372,ONE,01/12/2022,01/12/2022,0.00242534,0.00242540,-0.00000006,Short Term
34.93706576,ONE,01/12/2022,04/05/2022,5.36804606,12.03005158,-6.66200552,Short Term
0.00736923,ONE,01/13/2022,01/13/2022,0.00258803,0.00266684,-0.00007881,Short Term
0.00736923,ONE,01/13/2022,01/13/2022,0.00258803,0.00266684,-0.00007881,Short Term
0.00298632,ONE,01/13/2022,01/17/2022,0.00094782,0.00108072,-0.00013290,Short Term
0.00424593,ONE,01/13/2022,04/04/2022,0.00068733,0.00153655,-0.00084923,Short Term
9.68672450,ONE,01/13/2022,04/04/2022,1.56722870,3.50551719,-1.93828850,Short Term
0.00424593,ONE,01/13/2022,04/04/2022,0.00068733,0.00153655,-0.00084923,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.01894377,ONE,01/13/2022,04/04/2022,0.00306661,0.00685554,-0.00378893,Short Term
0.01894377,ONE,01/13/2022,04/04/2022,0.00306661,0.00685554,-0.00378893,Short Term
0.00239538,ONE,01/13/2022,04/04/2022,0.00038776,0.00086686,-0.00047910,Short Term
0.00239538,ONE,01/13/2022,04/04/2022,0.00038776,0.00086686,-0.00047910,Short Term
14.00000000,ONE,01/13/2022,04/04/2022,2.26409712,5.06644333,-2.80234621,Short Term
0.00684855,ONE,01/13/2022,04/04/2022,0.00110864,0.00247841,-0.00136977,Short Term
0.00684855,ONE,01/13/2022,04/04/2022,0.00110864,0.00247841,-0.00136977,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00239538,ONE,01/13/2022,04/04/2022,0.00038776,0.00086686,-0.00047910,Short Term
0.00239538,ONE,01/13/2022,04/04/2022,0.00038776,0.00086686,-0.00047910,Short Term
0.00239538,ONE,01/13/2022,04/05/2022,0.00036809,0.00086686,-0.00049877,Short Term
0.00239538,ONE,01/13/2022,04/05/2022,0.00036809,0.00086686,-0.00049877,Short Term
0.00239538,ONE,01/13/2022,04/05/2022,0.00036809,0.00086686,-0.00049877,Short Term
0.00239538,ONE,01/13/2022,04/05/2022,0.00036809,0.00086686,-0.00049877,Short Term
0.00688464,ONE,01/13/2022,04/05/2022,0.00105794,0.00249147,-0.00143353,Short Term
0.00688464,ONE,01/13/2022,04/05/2022,0.00105794,0.00249147,-0.00143353,Short Term
0.01843992,ONE,01/13/2022,04/05/2022,0.00283360,0.00667320,-0.00383960,Short Term
0.01843992,ONE,01/13/2022,04/05/2022,0.00283360,0.00667320,-0.00383960,Short Term
0.00239538,ONE,01/13/2022,04/05/2022,0.00036809,0.00086686,-0.00049877,Short Term
0.00239538,ONE,01/13/2022,04/05/2022,0.00036809,0.00086686,-0.00049877,Short Term
0.00239460,ONE,01/13/2022,04/05/2022,0.00036797,0.00086658,-0.00049861,Short Term
0.00239460,ONE,01/13/2022,04/05/2022,0.00036797,0.00086658,-0.00049861,Short Term
0.00156125,ONE,01/13/2022,04/05/2022,0.00023991,0.00056500,-0.00032509,Short Term
0.00156125,ONE,01/13/2022,04/05/2022,0.00023991,0.00056500,-0.00032509,Short Term
0.02160054,ONE,01/13/2022,04/05/2022,0.00331929,0.00781699,-0.00449771,Short Term
0.02160054,ONE,01/13/2022,04/05/2022,0.00331929,0.00781699,-0.00449771,Short Term
0.00240000,ONE,01/13/2022,04/05/2022,0.00036880,0.00086853,-0.00049973,Short Term
0.01125000,ONE,01/13/2022,04/05/2022,0.00172875,0.00407125,-0.00234250,Short Term
0.01125000,ONE,01/13/2022,04/05/2022,0.00172875,0.00407125,-0.00234250,Short Term
0.00240000,ONE,01/13/2022,04/05/2022,0.00036880,0.00086853,-0.00049973,Short Term
0.00240000,ONE,01/13/2022,04/05/2022,0.00036880,0.00086853,-0.00049973,Short Term
0.00240000,ONE,01/13/2022,04/05/2022,0.00036880,0.00086853,-0.00049973,Short Term
5.06415853,ONE,01/13/2022,04/05/2022,0.77810302,1.83266230,-1.05455928,Short Term
0.00195384,ONE,01/13/2022,01/13/2022,0.00068618,0.00070707,-0.00002090,Short Term
0.00195384,ONE,01/13/2022,01/13/2022,0.00068618,0.00070707,-0.00002090,Short Term
23.00000000,ONE,01/13/2022,01/13/2022,8.07229307,8.32344261,-0.25114954,Short Term
0.00674228,ONE,01/13/2022,01/13/2022,0.00236785,0.00243996,-0.00007211,Short Term
0.00674228,ONE,01/13/2022,01/13/2022,0.00236785,0.00243996,-0.00007211,Short Term
0.00273750,ONE,01/13/2022,01/15/2022,0.00092865,0.00099067,-0.00006202,Short Term
0.00273750,ONE,01/13/2022,01/15/2022,0.00092865,0.00099067,-0.00006202,Short Term
0.00298632,ONE,01/13/2022,01/17/2022,0.00094782,0.00108072,-0.00013290,Short Term
0.00151658,ONE,01/13/2022,01/17/2022,0.00048134,0.00054883,-0.00006749,Short Term
0.00151658,ONE,01/13/2022,01/17/2022,0.00048134,0.00054883,-0.00006749,Short Term
0.00247523,ONE,01/13/2022,01/18/2022,0.00079037,0.00089576,-0.00010539,Short Term
0.00247523,ONE,01/13/2022,01/18/2022,0.00079037,0.00089576,-0.00010539,Short Term
0.00671328,ONE,01/13/2022,03/01/2022,0.00105920,0.00242946,-0.00137026,Short Term
0.00671328,ONE,01/13/2022,03/01/2022,0.00105920,0.00242946,-0.00137026,Short Term
0.01696044,ONE,01/13/2022,04/04/2022,0.00274555,0.00613779,-0.00339224,Short Term
0.01696044,ONE,01/13/2022,04/04/2022,0.00274555,0.00613779,-0.00339224,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
0.00337500,ONE,01/13/2022,04/04/2022,0.00054634,0.00122137,-0.00067503,Short Term
5.89856538,ONE,01/13/2022,04/04/2022,0.95433714,2.13462480,-1.18028766,Short Term
0.00080000,ONE,01/13/2022,01/13/2022,0.00028096,0.00000000,0.00028096,Short Term
250.00000000,ONE,04/05/2022,04/07/2022,35.00000800,39.54670250,-4.54669450,Short Term
0.05625000,ONE,04/06/2022,04/06/2022,0.00762906,0.00762906,0.00000000,Short Term
0.05625000,ONE,04/06/2022,04/06/2022,0.00762906,0.00762906,0.00000000,Short Term
0.00465357,ONE,04/06/2022,04/07/2022,0.00065150,0.00063144,0.00002006,Short Term
90.65336330,ONE,04/06/2022,04/07/2022,12.69060575,12.30064337,0.38996237,Short Term
0.00465357,ONE,04/06/2022,04/07/2022,0.00065150,0.00063144,0.00002006,Short Term
120.00000000,ONE,04/06/2022,04/07/2022,16.79886874,16.28265242,0.51621632,Short Term
0.00424593,ONE,04/06/2022,04/07/2022,0.00059443,0.00057613,0.00001831,Short Term
0.00424593,ONE,04/06/2022,04/07/2022,0.00059443,0.00057613,0.00001831,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
0.01125000,ONE,04/06/2022,04/07/2022,0.00157501,0.00152650,0.00004851,Short Term
0.01125000,ONE,04/06/2022,04/07/2022,0.00157501,0.00152650,0.00004851,Short Term
0.01125000,ONE,04/06/2022,04/07/2022,0.00157501,0.00152650,0.00004851,Short Term
0.01125000,ONE,04/06/2022,04/07/2022,0.00157501,0.00152650,0.00004851,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
3.13580000,ONE,04/06/2022,04/07/2022,0.43900308,0.42549285,0.01351024,Short Term
0.00465357,ONE,04/06/2022,04/07/2022,0.00065150,0.00063144,0.00002006,Short Term
0.00465357,ONE,04/06/2022,04/07/2022,0.00065150,0.00063144,0.00002006,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
0.00375000,ONE,04/06/2022,04/07/2022,0.00052500,0.00050883,0.00001617,Short Term
0.00675000,ONE,04/06/2022,04/08/2022,0.00086006,0.00091590,-0.00005583,Short Term
0.00675000,ONE,04/06/2022,04/08/2022,0.00086006,0.00091590,-0.00005583,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
0.00239538,ONE,04/06/2022,04/08/2022,0.00030521,0.00032503,-0.00001981,Short Term
0.00239538,ONE,04/06/2022,04/08/2022,0.00030521,0.00032503,-0.00001981,Short Term
0.00688464,ONE,04/06/2022,04/08/2022,0.00087722,0.00093417,-0.00005695,Short Term
0.00688464,ONE,04/06/2022,04/08/2022,0.00087722,0.00093417,-0.00005695,Short Term
0.16875000,ONE,04/06/2022,04/08/2022,0.02150161,0.02289748,-0.00139587,Short Term
0.16875000,ONE,04/06/2022,04/08/2022,0.02150161,0.02289748,-0.00139587,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
0.01125000,ONE,04/06/2022,04/08/2022,0.00143344,0.00152650,-0.00009306,Short Term
35.58837052,ONE,04/06/2022,04/08/2022,4.53445121,4.82894223,-0.29449102,Short Term
0.00080000,ONE,04/07/2022,04/07/2022,0.00011200,0.00000000,0.00011200,Short Term
0.00080000,ONE,04/07/2022,04/07/2022,0.00011200,0.00011702,-0.00000502,Short Term
689.99920000,ONE,04/07/2022,04/07/2022,96.60010720,100.92988298,-4.32977578,Short Term
0.05625000,ONE,04/07/2022,04/07/2022,0.00787503,0.00787503,0.00000000,Short Term
0.05625000,ONE,04/07/2022,04/07/2022,0.00787503,0.00787503,0.00000000,Short Term
0.01125000,ONE,04/07/2022,04/07/2022,0.00157501,0.00157546,-0.00000046,Short Term
0.01125000,ONE,04/07/2022,04/07/2022,0.00157501,0.00157546,-0.00000046,Short Term
388.86420000,ONE,04/07/2022,04/07/2022,54.43988207,54.45692380,-0.01704172,Short Term
389.00000000,ONE,04/07/2022,04/07/2022,54.46007472,56.07018672,-1.61011200,Short Term
0.00080000,ONE,04/07/2022,04/07/2022,0.00011200,0.00000000,0.00011200,Short Term
0.00080000,ONE,04/08/2022,04/08/2022,0.00010193,0.00010523,-0.00000330,Short Term
350.00000000,ONE,04/08/2022,04/08/2022,44.59582357,46.03759217,-1.44176860,Short Term
0.05625000,ONE,04/08/2022,04/08/2022,0.00716720,0.00716720,0.00000000,Short Term
0.05625000,ONE,04/08/2022,04/08/2022,0.00716720,0.00716720,0.00000000,Short Term
0.00424593,ONE,04/08/2022,04/08/2022,0.00054100,0.00054118,-0.00000017,Short Term
315.41162948,ONE,04/08/2022,04/08/2022,40.18780921,40.20170352,-0.01389431,Short Term
0.00424593,ONE,04/08/2022,04/08/2022,0.00054100,0.00054118,-0.00000017,Short Term
0.00080000,ONE,04/08/2022,04/08/2022,0.00010193,0.00011347,-0.00001153,Short Term
0.00239499,ONE,04/08/2022,04/09/2022,0.00031791,0.00033969,-0.00002178,Short Term
0.00239499,ONE,04/08/2022,04/09/2022,0.00031791,0.00033969,-0.00002178,Short Term
0.00239421,ONE,04/08/2022,04/10/2022,0.00030529,0.00033958,-0.00003429,Short Term
0.00239421,ONE,04/08/2022,04/10/2022,0.00030529,0.00033958,-0.00003429,Short Term
0.02042016,ONE,04/08/2022,04/11/2022,0.00237167,0.00289626,-0.00052459,Short Term
0.02042016,ONE,04/08/2022,04/11/2022,0.00237167,0.00289626,-0.00052459,Short Term
0.11646200,ONE,04/08/2022,09/08/2022,0.00233451,0.01651822,-0.01418371,Short Term
0.11646200,ONE,04/08/2022,09/08/2022,0.00233451,0.01651822,-0.01418371,Short Term
0.04881900,ONE,04/08/2022,09/08/2022,0.00097859,0.00692417,-0.00594558,Short Term
0.04881900,ONE,04/08/2022,09/08/2022,0.00097859,0.00692417,-0.00594558,Short Term
0.16746800,ONE,04/08/2022,09/08/2022,0.00335694,0.02375259,-0.02039564,Short Term
0.16746800,ONE,04/08/2022,09/08/2022,0.00335694,0.02375259,-0.02039564,Short Term
0.16964500,ONE,04/08/2022,09/08/2022,0.00340058,0.02406136,-0.02066077,Short Term
0.16964500,ONE,04/08/2022,09/08/2022,0.00340058,0.02406136,-0.02066077,Short Term
0.09125000,ONE,04/08/2022,09/08/2022,0.00182913,0.01294231,-0.01111318,Short Term
0.09125000,ONE,04/08/2022,09/08/2022,0.00182913,0.01294231,-0.01111318,Short Term
0.00080000,ONE,04/08/2022,04/08/2022,0.00010193,0.00000000,0.00010193,Short Term
0.10000000,COTI,12/02/2021,01/09/2022,0.03215840,0.05154765,-0.01938925,Short Term
15.38267796,COTI,12/02/2021,01/09/2022,4.94682311,7.92940898,-2.98258587,Short Term
8.61732204,COTI,12/02/2021,01/09/2022,2.77119289,4.44202700,-1.67083411,Short Term
30.00000000,COTI,12/08/2021,01/09/2022,9.64752000,10.70499000,-1.05747000,Short Term
0.50000000,RUNE,10/01/2021,01/17/2022,2.89770657,4.06375000,-1.16604343,Short Term
2.00000000,RUNE,12/02/2021,01/17/2022,11.59082629,24.17000000,-12.57917371,Short Term
0.00271500,LUNC,07/11/2021,01/08/2022,0.18037003,0.02292695,0.15744308,Short Term
0.35220300,LUNC,07/11/2021,01/08/2022,23.23965996,2.97419583,20.26546414,Short Term
0.00733600,LUNC,07/11/2021,01/09/2022,0.54793205,0.06194922,0.48598283,Short Term
